CompNo,Phase,Group,Date,Mass,Code,DamMassBirth,DamMassWean
27162155,A2,S92V3,19930518,220,22,340,420
27162155,B1,S92V3,19931123,245,00,,
27162171,A1,S92V2,19930226,165,,,
27162171,A2,S92V2,19930518,230,11,440,525
27162171,B1,S92V2,19931123,240,00,,
27162197,A1,S92V3,19930226,175,,,
27162197,A2,S92V3,19930518,230,22,415,475
27162197,B1,S92V3,19931123,265,00,,
27162213,A1,S92V3,19930226,175,,,
27162213,A2,S92V3,19930518,225,22,380,465
27162213,B1,S92V3,19931123,230,00,,
27162213,B2,S92V3,19940421,290,00,,
27162239,A1,S92B3,19930226,200,,,
27162239,A2,S92B3,19930518,265,22,415,520
27162239,B2,S92B3,19930916,433,,,
27162254,A1,S92V1,19930226,135,,,
27162254,A2,S92V1,19930518,205,00,360,360
27162254,B1,S92V1,19931123,235,00,,
27162254,B2,S92V1,19940421,335,00,,
27367614,A1,S92B3,19930226,175,,,
27367614,A2,S92B3,19930518,230,22,425,520
27162312,A1,S92B3,19930226,160,,,
27162312,A2,S92B3,19930518,210,22,340,430
27162361,A1,S92V1,19930226,135,,,
27162361,A2,S92V1,19930518,185,00,370,375
27162361,B1,S92V1,19931123,225,00,,
27162361,B2,S92V1,19940421,320,00,,
27162403,A1,S92B2,19930226,150,,,
27162403,A2,S92B2,19930518,205,11,390,450
27162437,A1,S92V3,19930226,155,,,
27162437,A2,S92V3,19930518,205,22,430,475
27162437,B1,S92V3,19931123,225,00,,
27162437,B2,S92V3,19940421,340,00,,
27162460,A1,S92B3,19930226,190,,,
27162460,A2,S92B3,19930518,250,22,430,515
27162494,A1,S92V3,19930226,155,,,
27162494,A2,S92V3,19930518,210,22,425,480
27162494,B1,S92V3,19931123,235,00,,
27162510,A1,S92B1,19930226,150,,,
27162510,A2,S92B1,19930518,240,00,380,370
27162536,A1,S92B1,19930226,140,,,
27162536,A2,S92B1,19930518,215,00,415,465
27162577,A1,S92V3,19930226,175,,,
27162577,A2,S92V3,19930518,220,22,385,490
27162577,B1,S92V3,19931123,260,00,,
27162585,A1,S92B3,19930226,195,,,
27162585,A2,S92B3,19930518,255,22,380,500
27162593,A1,S92B3,19930226,150,,,
27162593,A2,S92B3,19930518,205,22,365,445
27162627,A1,S92B3,19930226,185,,,
27162627,A2,S92B3,19930518,235,22,390,565
27162668,A1,S92B3,19930226,175,,,
27162668,A2,S92B3,19930518,225,22,420,520
27162684,A1,S92V3,19930226,175,,,
27162684,A2,S92V3,19930518,230,22,460,530
27162684,B1,S92V3,19931123,260,00,,
27162700,A1,S92B2,19930226,175,,,
27162700,A2,S92B2,19930518,225,11,430,465
27963685,A1,S92V2,19930226,150,,,
27963685,A2,S92V2,19930518,200,11,385,470
27963685,B1,S92V2,19931123,235,00,,
27963685,B2,S92V2,19940421,305,00,,
27162767,A1,S92V3,19930226,163,,,
27162767,A2,S92V3,19930518,210,22,365,485
27162767,B1,S92V3,19931123,240,00,,
27162791,A1,S92V3,19930226,140,,,
27162791,A2,S92V3,19930518,195,22,370,490
27162791,B1,S92V3,19931123,210,00,,
27162791,B2,S92V3,19940421,310,00,,
27162825,A1,S92B3,19930226,185,,,
27162825,A2,S92B3,19930518,250,22,380,450
27162841,A1,S92B1,19930226,155,,,
27162841,A2,S92B1,19930518,215,00,410,450
27963677,A1,S92V2,19930226,145,,,
27963677,A2,S92V2,19930518,200,11,370,400
27963677,B1,S92V2,19931123,225,00,,
27963677,B2,S92V2,19940421,305,00,,
27162874,A1,S92B3,19930226,165,,,
27162874,A2,S92B3,19930518,230,22,360,455
27162882,A1,S92B3,19930226,200,,,
27162882,A2,S92B3,19930518,265,22,460,505
27162890,A1,S92V3,19930226,155,,,
27162890,A2,S92V3,19930518,210,22,465,505
27162890,B1,S92V3,19931123,225,00,,
27162890,B2,S92V3,19940421,315,00,,
27162908,A1,S92B3,19930226,165,,,
27162908,A2,S92B3,19930518,215,22,400,500
27162924,A1,S92B3,19930226,195,,,
27162924,A2,S92B3,19930518,245,22,430,480
27964584,A1,S92V3,19930226,145,,,
27964584,A2,S92V3,19930518,210,22,400,485
27964584,B1,S92V3,19931123,225,00,,
27964584,B2,S92V3,19940421,305,00,,
27162932,A1,S92V3,19930226,165,,,
27162932,A2,S92V3,19930518,225,22,425,575
27162932,B1,S92V3,19931123,245,00,,
27162940,A1,S92V3,19930226,140,,,
27162940,A2,S92V3,19930518,200,22,400,515
27162940,B1,S92V3,19931123,220,00,,
27162940,B2,S92V3,19940421,315,00,,
27162957,A1,S92V3,19930226,145,,,
27162957,A2,S92V3,19930518,200,22,400,520
27162957,B1,S92V3,19931123,240,00,,
27162957,B2,S92V3,19940421,300,00,,
27162965,A1,S92V3,19930226,150,,,
27162965,A2,S92V3,19930518,195,22,405,515
27162965,B1,S92V3,19931123,230,00,,
27162965,B2,S92V3,19940421,310,00,,
27162973,A1,S92V3,19930226,130,,,
27162973,A2,S92V3,19930518,180,22,415,475
27162981,A1,S92V1,19930226,135,,,
27162981,A2,S92V1,19930518,210,00,420,425
27162981,B1,S92V1,19931123,220,00,,
27162981,B2,S92V1,19940421,330,00,,
27163005,A1,S92V3,19930226,175,,,
27163005,A2,S92V3,19930518,230,22,440,505
27163005,B1,S92V3,19931123,265,00,,
27163013,A1,S92V3,19930226,140,,,
27163013,A2,S92V3,19930518,195,22,335,430
27163013,B1,S92V3,19931123,210,00,,
27163013,B2,S92V3,19940421,280,00,,
27163021,A1,S92B2,19930226,160,,,
27163021,A2,S92B2,19930518,215,11,355,425
27163047,A1,S92V4,19930226,125,,,
27163047,A2,S92V4,19930518,180,33,375,490
27163047,B1,S92V4,19931123,220,00,,
27163047,B2,S92V4,19940421,300,00,,
27163054,A1,S92B3,19930226,170,,,
27163054,A2,S92B3,19930518,240,22,415,475
27964600,A1,S92V3,19930226,160,,,
27964600,A2,S92V3,19930518,215,22,490,630
27964600,B1,S92V3,19931123,235,00,,
27964600,B2,S92V3,19940421,305,00,,
27163088,A1,S92V3,19930226,145,,,
27163088,A2,S92V3,19930518,205,22,415,495
27163088,B1,S92V3,19931123,230,00,,
27163088,B2,S92V3,19940421,310,00,,
27163104,A1,S92B3,19930226,195,,,
27163104,A2,S92B3,19930518,250,22,405,475
27163112,A1,S92V1,19930226,125,,,
27163112,A2,S92V1,19930518,185,00,410,420
27163112,B1,S92V1,19931123,215,00,,
27163112,B2,S92V1,19940421,310,00,,
27971175,A1,S92V3,19930226,160,,,
27971175,A2,S92V3,19930518,230,22,470,550
27971175,B1,S92V3,19931123,260,00,,
27163120,A1,S92V3,19930226,175,,,
27163120,A2,S92V3,19930518,230,22,360,500
27163120,B1,S92V3,19931123,245,00,,
27163120,B2,S92V3,19940421,320,00,,
27163138,A1,S92B3,19930226,160,,,
27163138,A2,S92B3,19930518,215,22,475,520
27163146,A1,S92B1,19930226,90,,,
27163146,A2,S92B1,19930518,140,00,380,405
27163153,A1,S92B3,19930226,165,,,
27163153,A2,S92B3,19930518,220,22,400,505
27163179,A1,S92B3,19930226,185,,,
27163179,A2,S92B3,19930518,240,22,380,480
27963669,A1,S92V3,19930226,135,,,
27963669,A2,S92V3,19930518,160,22,455,495
27163195,A1,S92V3,19930226,150,,,
27163195,A2,S92V3,19930518,190,22,455,410
27163195,B1,S92V3,19931123,210,00,,
27163195,B2,S92V3,19940421,275,00,,
27163203,A1,S92B3,19930226,170,,,
27163203,A2,S92B3,19930518,235,22,470,515
27371327,A1,S92V3,19930226,140,,,
27371327,A2,S92V3,19930518,200,22,385,455
27371327,B1,S92V3,19931123,220,00,,
27371327,B2,S92V3,19940421,305,00,,
27963651,A1,S92V2,19930226,150,,,
27963651,A2,S92V2,19930518,220,11,445,535
27963651,B1,S92V2,19931123,250,00,,
27962158,A1,S92B2,19930226,135,,,
27962158,A2,S92B2,19930518,200,11,375,525
27163211,A1,S92V3,19930226,140,,,
27163211,A2,S92V3,19930518,190,22,430,520
27163211,B1,S92V3,19931123,220,00,,
27163211,B2,S92V3,19940421,290,00,,
27163229,A1,S92B3,19930226,180,,,
27163229,A2,S92B3,19930518,230,22,425,505
27163237,A1,S92V1,19930226,100,,,
27163237,A2,S92V1,19930518,140,00,350,
27163245,A1,S92V3,19930226,130,,,
27163245,A2,S92V3,19930518,175,22,350,385
27163260,A1,S92B3,19930226,175,,,
27163260,A2,S92B3,19930518,245,22,440,515
27163286,A1,S92V2,19930226,140,,,
27163286,A2,S92V2,19930518,185,11,385,490
27163286,B1,S92V2,19931123,220,00,,
27163286,B2,S92V2,19940421,280,00,,
27163310,A1,S92V1,19930226,85,,,
27163310,A2,S92V1,19930518,135,00,360,400
27163336,A1,S92B3,19930226,185,,,
27163336,A2,S92B3,19930518,240,22,535,580
27163351,A1,S92B2,19930226,145,,,
27163351,A2,S92B2,19930518,195,11,330,455
27963644,A1,S92V2,19930226,140,,,
27963644,A2,S92V2,19930518,185,11,320,380
27963644,B1,S92V2,19931123,215,00,,
27963644,B2,S92V2,19940421,280,00,,
27962166,A1,S92B2,19930226,145,,,
27962166,A2,S92B2,19930518,210,11,395,545
27163377,A1,S92V3,19930226,150,,,
27163377,A2,S92V3,19930518,200,22,375,455
27163377,B1,S92V3,19931123,225,00,,
27163377,B2,S92V3,19940421,290,00,,
27164102,A1,S92B2,19930226,160,,,
27164102,A2,S92B2,19930518,220,11,430,470
27164128,A1,S92V3,19930226,145,,,
27164128,A2,S92V3,19930518,215,22,440,545
27164128,B1,S92V3,19931123,250,00,,
27164144,A1,S92V3,19930226,150,,,
27164144,A2,S92V3,19930518,200,22,365,435
27962125,A1,S92V2,19930226,140,,,
27962125,A2,S92V2,19930518,190,11,350,435
27962125,B1,S92V2,19931123,210,00,,
27962125,B2,S92V2,19940421,290,00,,
27164219,A1,S92V1,19930226,110,,,
27164219,A2,S92V1,19930518,165,00,340,405
27164219,B1,S92V1,19931123,190,00,,
27164219,B2,S92V1,19940421,260,00,,
27164235,A1,S92B1,19930226,95,,,
27164235,A2,S92B1,19930518,150,00,375,420
27164268,A1,S92V3,19930226,160,,,
27164268,A2,S92V3,19930518,215,22,380,430
27164268,B1,S92V3,19931123,240,00,,
27164300,A1,S92B2,19930226,160,,,
27164300,A2,S92B2,19930518,210,11,370,475
27164326,A1,S92V3,19930226,155,,,
27164326,A2,S92V3,19930518,225,22,385,490
27164326,B1,S92V3,19931123,230,00,,
27164326,B2,S92V3,19940421,345,00,,
27164383,A1,S92B2,19930226,145,,,
27164383,A2,S92B2,19930518,210,11,435,590
27164417,A1,S92V3,19930226,170,,,
27164417,A2,S92V3,19930518,235,22,445,490
27164417,B1,S92V3,19931123,265,00,,
27164425,A1,S92B3,19930226,145,,,
27164425,A2,S92B3,19930518,205,22,405,465
27164433,A1,S92V3,19930226,135,,,
27164433,A2,S92V3,19930518,200,22,485,600
27164433,B1,S92V3,19931123,225,00,,
27164433,B2,S92V3,19940421,280,00,,
27164458,A1,S92V3,19930226,165,,,
27164458,A2,S92V3,19930518,220,22,430,520
27164458,B1,S92V3,19931123,245,00,,
27164458,B2,S92V3,19940421,330,00,,
27164466,A1,S92B2,19930226,140,,,
27164466,A2,S92B2,19930518,200,11,360,460
27164474,A1,S92V2,19930226,140,,,
27164474,A2,S92V2,19930518,195,11,305,395
27164474,B1,S92V2,19931123,220,00,,
27164474,B2,S92V2,19940421,295,00,,
27164482,A1,S92V2,19930226,135,,,
27164482,A2,S92V2,19930518,185,11,360,455
27164482,B1,S92V2,19931123,215,00,,
27164482,B2,S92V2,19940421,265,00,,
27164490,A1,S92B2,19930226,160,,,
27164490,A2,S92B2,19930518,220,11,365,475
27164516,A1,S92B3,19930226,150,,,
27164516,A2,S92B3,19930518,200,22,370,425
27164524,A1,S92B3,19930226,150,,,
27164524,A2,S92B3,19930518,210,22,450,520
27371368,A1,S92B3,19930226,150,,,
27371368,A2,S92B3,19930518,220,22,450,535
27962091,A1,S92V2,19930226,135,,,
27962091,A2,S92V2,19930518,200,11,390,440
27962091,B1,S92V2,19931123,220,00,,
27962091,B2,S92V2,19940421,280,00,,
27165059,A1,S92V3,19930226,155,,,
27165059,A2,S92V3,19930518,220,22,450,545
27165059,B1,S92V3,19931123,260,00,,
27165067,A1,S92B1,19930226,125,,,
27165067,A2,S92B1,19930518,205,00,430,425
27962075,A1,S92B2,19930226,135,,,
27962075,A2,S92B2,19930518,205,11,340,385
27165075,A1,S92B3,19930226,150,,,
27165075,A2,S92B3,19930518,210,22,400,460
27165083,B2,,19940421,5,00,,
27367689,A1,S92B3,19930226,165,,,
27367689,A2,S92B3,19930518,235,22,425,495
27165091,A1,S92B3,19930226,180,,,
27165091,A2,S92B3,19930518,245,22,420,500
27371343,A1,S92B3,19930226,155,,,
27371343,A2,S92B3,19930518,225,22,380,505
27165109,A1,S92B3,19930226,170,,,
27165109,A2,S92B3,19930518,220,22,470,530
27165117,A1,S92B3,19930226,150,,,
27165117,A2,S92B3,19930518,205,22,420,495
27165125,A1,S92V3,19930226,165,,,
27165125,A2,S92V3,19930518,205,22,420,465
27165125,B1,S92V3,19931123,235,00,,
27165125,B2,S92V3,19940421,325,00,,
27165133,A1,S92V3,19930226,140,,,
27165133,A2,S92V3,19930518,210,22,510,560
27165133,B1,S92V3,19931123,240,00,,
27165216,A1,S92B1,19930226,100,,,
27165216,A2,S92B1,19930518,155,00,465,500
27165232,A1,S92B2,19930226,125,,,
27165232,A2,S92B2,19930518,185,11,325,405
27138056,A1,S92B1,19930226,90,,,
27138056,A2,S92B1,19930518,155,00,335,370
27138239,A1,S92V3,19930226,138,,,
27138239,A2,S92V3,19930518,195,22,400,465
27138239,B1,S92V3,19931123,225,00,,
27138239,B2,S92V3,19940421,305,00,,
27138247,A1,S92B3,19930226,130,,,
27138247,A2,S92B3,19930518,190,22,380,520
27138254,A1,S92B3,19930226,140,,,
27138254,A2,S92B3,19930518,210,22,440,505
27138262,A1,S92B1,19930226,105,,,
27138262,A2,S92B1,19930518,165,00,365,420
27138270,A1,S92B1,19930226,105,,,
27138270,A2,S92B1,19930518,170,00,335,480
27962042,A1,S92V3,19930226,120,,,
27962042,A2,S92V3,19930518,170,22,470,555
27962042,B1,S92V3,19931123,200,00,,
27962042,B2,S92V3,19940421,275,00,,
27708825,A1,S92B3,19930226,150,,,
27708825,A2,S92B3,19930518,225,22,460,515
27708825,B2,S92B3,19930916,383,,,
27519370,A1,S92B1,19930226,85,,,
27519370,A2,S92B1,19930518,145,00,330,395
27519495,A1,S92B3,19930226,175,,,
27519495,A2,S92B3,19930518,240,22,420,455
27519511,A1,S92V3,19930226,125,,,
27519511,A2,S92V3,19930518,180,22,425,470
27519511,B1,S92V3,19931123,210,00,,
27519511,B2,S92V3,19940421,295,00,,
27519537,A1,S92B3,19930226,135,,,
27519537,A2,S92B3,19930518,200,22,365,440
27519545,A1,S92B2,19930226,110,,,
27519545,A2,S92B2,19930518,165,11,340,410
27519560,A1,S92V3,19930226,140,,,
27519560,A2,S92V3,19930518,215,22,490,550
27519560,B1,S92V3,19931123,240,00,,
27519560,B2,S92V3,19940421,295,00,,
27963768,A1,S92V2,19930226,100,,,
27963768,A2,S92V2,19930518,150,11,390,500
27519594,A1,S92B3,19930226,125,,,
27519594,A2,S92B3,19930518,185,22,425,460
27519610,A1,S92B3,19930226,150,,,
27519610,A2,S92B3,19930518,210,22,475,450
27519636,A1,S92B3,19930226,145,,,
27519636,A2,S92B3,19930518,205,22,465,520
27963776,A1,S92V2,19930226,115,,,
27963776,A2,S92V2,19930518,175,11,365,435
27963776,B1,S92V2,19931123,200,00,,
27963776,B2,S92V2,19940421,265,00,,
27519644,A1,S92B3,19930226,135,,,
27519644,A2,S92B3,19930518,185,22,465,440
27519669,A1,S92V1,19930226,75,,,
27519669,A2,S92V1,19930518,120,00,385,450
27419167,A1,S92B3,19930226,135,,,
27419167,A2,S92B3,19930518,205,22,430,450
27419175,A1,S92B5,19930226,110,,,
27419183,A1,S92V5,19930226,90,,,
27419183,A2,S92V5,19930518,125,44,500,530
27419191,A1,S92V3,19930226,103,,,
27419191,A2,S92V3,19930518,155,22,460,475
27419191,B1,S92V3,19931123,180,00,,
27419191,B2,S92V3,19940421,225,00,,
27419217,A1,S92V3,19930226,120,,,
27419217,A2,S92V3,19930518,190,22,450,455
27419217,B1,S92V3,19931123,220,00,,
27419217,B2,S92V3,19940421,275,00,,
27419233,A1,S92B1,19930226,100,,,
27419233,A2,S92B1,19930518,155,00,430,455
27419258,A1,S92V1,19930226,100,,,
27419258,A2,S92V1,19930518,165,00,415,385
27419258,B1,S92V1,19931123,185,00,,
27419258,B2,S92V1,19940421,255,00,,
27419274,A1,S92V2,19930226,120,,,
27419274,A2,S92V2,19930518,175,11,440,470
27419274,B1,S92V2,19931123,195,00,,
27419274,B2,S92V2,19940421,270,00,,
27419126,A1,S92B3,19930226,140,,,
27419126,A2,S92B3,19930518,210,22,440,450
27419134,A1,S92V3,19930226,90,,,
27419134,A2,S92V3,19930518,160,22,570,585
27419134,B1,S92V3,19931123,190,00,,
27419134,B2,S92V3,19940421,265,00,,
27419142,A1,S92V3,19930226,100,,,
27419142,A2,S92V3,19930518,150,22,480,465
27419142,B1,S92V3,19931123,185,00,,
27419142,B2,S92V3,19940421,245,00,,
27963750,A1,S92V2,19930226,90,,,
27963750,A2,S92V2,19930518,145,11,390,440
27963750,B1,S92V2,19931123,175,00,,
27963750,B2,S92V2,19940421,240,00,,
26600197,A2,W92V,19921226,140,,,420
26600197,B1,W92V,19930520,275,00,,
26600197,B2,W92V,19931123,295,00,,
26600254,A2,S92B4,19921226,170,,,520
26599084,A2,W92V,19921226,170,,,480
26599084,B1,W92V,19930520,250,00,,
26599084,B2,W92V,19931123,280,00,,
26172312,A2,W92B4,19921226,155,,,500
26532309,A2,,19921226,125,,,470
27238989,A2,S92V3,19930518,215,22,,625
27238989,B1,S92V3,19931123,240,00,,
27238989,B2,S92V3,19940421,280,00,,
26870832,A2,S92B3,19930518,315,22,,600
27240860,A2,S92B3,19930518,220,22,,540
27057280,A2,S92B3,19930518,275,22,,495
27056472,A2,S92V3,19930518,245,22,,470
27056472,B1,S92V3,19931123,270,00,,
27056811,A2,S92B3,19930518,295,22,,550
27056365,A2,S92V3,19930518,245,22,,535
27056365,B1,S92V3,19931123,265,00,,
13206370,A1,ISEV,19850221,110,,,
13206370,A2,ISEV,19850522,180,,415,440
13206370,B1,ISEV,19851107,190,,,
13209325,A1,ISEV,19850221,110,,,
13209325,A2,ISEV,19850522,185,,470,510
13209325,B1,ISEV,19851107,200,,,
21710058,A1,90-1,19900801,85,00,,
21710058,A2,90-1,19901130,180,00,,
21710058,B1,90-1,19910522,275,00,,
21710058,B2,90-1,19911128,325,00,,
21710082,A1,90-2,19900801,100,11,,
21710082,A2,90-2,19901130,185,11,,
22457576,A1,90-3,19910202,135,00,,
22457576,A2,90-3,19910514,245,00,,
22457576,B1,90-3,19911125,280,00,,
22457576,B2,90-3,19920314,320,00,,
22457626,A1,90-3,19910202,135,00,,
22457626,A2,90-3,19910514,265,00,,
22457626,B1,90-3,19911125,305,00,,
22457626,B2,90-3,19920314,395,00,,
22457642,A1,90-3,19910202,130,00,,
22457642,A2,90-3,19910514,255,00,,
22457642,B1,90-3,19911125,300,00,,
22457642,B2,90-3,19920314,345,00,,
22457683,A1,90-3,19910202,120,00,,
22457683,A2,90-3,19910514,245,00,,
22457683,B1,90-3,19911125,305,00,,
22457683,B2,90-3,19920314,350,00,,
23034416,A1,90-3,19910202,110,00,,
23034416,A2,90-3,19910514,235,00,,
23034416,B1,90-3,19911125,260,00,,
23034416,B2,90-3,19920314,355,00,,
23034432,A1,90-3,19910202,105,00,,
23034432,A2,90-3,19910514,240,00,,
23034432,B1,90-3,19911125,265,00,,
23034432,B2,90-3,19920314,332,00,,
23226426,A1,90-4,19910202,135,11,,
23226426,A2,90-4,19910514,265,11,,
23034549,A1,90-4,19910202,95,11,,
23034549,A2,90-4,19910514,230,11,,
23049042,A1,90-3,19910202,85,00,,
23049042,A2,90-3,19910514,185,00,,
23049042,B1,90-3,19911125,240,00,,
23049042,B2,90-3,19920314,300,00,,
23034150,A1,90-3,19910202,80,00,,
23034150,A2,90-3,19910514,185,00,,
23034150,B1,90-3,19911125,250,00,,
23034150,B2,90-3,19920314,310,00,,
23034192,A1,90-3,19910202,95,00,,
23034192,A2,90-3,19910514,230,00,,
23034192,B1,90-3,19911125,275,00,,
23034192,B2,90-3,19920314,345,00,,
23034218,A1,90-4,19910202,90,11,,
23034218,A2,90-4,19910514,225,11,,
23034291,A1,90-4,19910202,100,11,,
23034291,A2,90-4,19910514,235,11,,
23034309,A1,90-5,19910202,60,22,,
23034309,A2,90-5,19910514,160,22,,
23034309,B1,90-5,19911125,225,11,,
23034309,B2,90-5,19920314,285,11,,
23034317,A1,90-5,19910202,55,22,,
23034317,A2,90-5,19910514,170,22,,
23034317,B1,90-5,19911125,230,11,,
23034317,B2,90-5,19920314,295,11,,
27419472,A2,91-1,19911028,225,00,535,
27419472,B1,91-1,19920314,280,00,,
27419472,B2,91-1,19920930,330,00,,
23814635,A2,91-1,19911028,210,22,420,
23814635,B1,91-1,19920313,280,00,,
23814635,B2,91-1,19920930,330,00,,
25563958,A2,91-5,19920515,250,00,505,
25563958,B1,91-5,19921215,340,11,,
25891607,A2,91-5,19920515,225,00,420,
25891607,B1,91-5,19921215,290,11,,
25958430,A2,91-5,19920515,245,00,450,
25958430,B1,91-5,19921215,290,11,,
25568114,A2,91-5,19920515,230,00,430,
25568114,B1,91-5,19921215,290,11,,
25563941,A2,91-5,19920515,235,00,405,
25563941,B1,91-5,19921215,300,11,,
26060111,A2,91-5,19920515,200,00,440,
26060111,B1,91-5,19921215,280,11,,
28197382,A2,S92V3,19930518,200,22,510,550
28197382,B1,S92V3,19931123,225,00,,
28197382,B2,S92V3,19940421,300,00,,
27517457,A2,S92V3,19930518,210,22,460,480
27517457,B1,S92V3,19931123,245,00,,
27517457,B2,S92V3,19940421,305,00,,
27517564,A2,S92V3,19930518,235,22,460,485
27517564,B1,S92V3,19931123,265,00,,
28100295,A2,S92B3,19930518,265,22,555,540
27517770,A2,S92B3,19930518,235,22,500,500
28364164,A2,S92B3,19930518,240,22,460,455
27517861,A2,S92B3,19930518,235,22,460,525
27518034,A2,S92V3,19930518,250,22,450,480
27518034,B1,S92V3,19931123,290,00,,
28100535,A2,S92B3,19930518,275,22,490,565
27518067,A2,S92V3,19930518,215,22,450,490
27518067,B1,S92V3,19931123,240,00,,
27518067,B2,S92V3,19940421,300,00,,
27518117,A2,S92B3,19930518,225,22,390,435
27518224,A2,S92B3,19930518,240,22,440,475
28100410,A2,S92V3,19930518,185,22,520,520
28100410,B1,S92V3,19931123,210,00,,
28100410,B2,S92V3,19940421,260,00,,
28100428,A2,S92V2,19930518,195,11,435,440
28100428,B1,S92V2,19931123,235,00,,
28100428,B2,S92V2,19940421,280,00,,
27518505,A2,S92B3,19930518,185,22,515,525
16655110,A1,K4,19880127,179,33,,
16655110,A2,K4,19880516,270,00,500,510
18293324,A1,K3,19880127,140,22,,
18293324,A2,K3,19880516,230,00,585,610
18293324,B1,K3,19881121,280,00,,
18293324,B2,K3,19890227,375,00,,
18793182,A1,K3,19880127,135,22,,
18793182,A2,K3,19880516,230,00,560,515
18793182,B1,K3,19881121,265,00,,
18793182,B2,K3,19890227,375,00,,
16654873,A1,K3,19880127,135,22,,
16654873,A2,K3,19880516,215,00,430,480
16654873,B1,K3,19881121,275,00,,
16654873,B2,K3,19890227,365,00,,
16654782,A1,K3,19880127,125,22,,
16654782,A2,K3,19880516,225,00,560,590
16654782,B1,K3,19881121,285,00,,
16654782,B2,K3,19890227,370,00,,
18793158,A1,K3,19880127,95,22,,
18793158,A2,K3,19880516,180,00,530,490
18793158,B1,K3,19881121,230,00,,
18793158,B2,K3,19890227,330,00,,
19011477,A2,L3,19890117,225,44,465,
19011477,B1,L3,19890520,285,44,,
19011477,B2,L3,19891115,320,,,
18451864,A1,L1,19890117,150,00,,
18451864,A2,L1,19890417,223,11,,
18451864,B1,L1,19891202,275,,,
18451864,B2,L1,19900315,365,,,
18785782,A1,L1,19890117,142,00,,
18785782,A2,L1,19890417,228,11,,
18785782,B1,L1,19891202,265,,,
18785782,B2,L1,19900315,350,,,
18452003,A1,L2,19890117,145,11,,
18452003,A2,L2,19890417,222,22,,
18452276,A1,L2,19890117,134,11,,
18452276,A2,L2,19890417,222,22,,
18452284,A1,L1,19890117,115,00,,
18452284,A2,L1,19890417,192,11,,
18452284,B1,L1,19891202,235,,,
18452284,B2,L1,19900315,315,,,
18452359,A1,L2,19890117,120,11,,
18452359,A2,L2,19890417,192,22,,
19784016,A1,N1,19900129,150,00,,
19784016,A2,N1,19900507,235,00,,
19784016,B1,N1,19901120,258,08,,
19784016,B2,N1,19910402,355,00,,
19784073,A1,N1,19900129,160,00,,
19784073,A2,N1,19900507,240,00,,
19784073,B1,N1,19901120,270,,,
19784073,B2,N1,19910402,365,00,,
19784107,A1,N2,19900129,190,11,,
19784107,A2,N2,19900507,295,11,,
19878404,A1,N1,19900129,140,00,,
19878404,A2,N1,19900507,225,00,,
19878404,B1,N1,19901120,255,,,
19878404,B2,N1,19910402,350,00,,
19878578,A1,N2,19900129,130,11,,
19878578,A2,N2,19900507,280,11,,
19878586,A1,N6,19900129,120,00,,
19878586,A2,N6,19900507,165,44,,
19878586,B1,N6,19901120,240,04,,
19878586,B2,N6,19910402,285,22,,
20336293,A1,N3,19900129,115,22,,
20336293,A2,N3,19900507,190,22,,
20336293,B1,N3,19901120,230,,,
20336293,B2,N3,19910402,320,11,,
20336509,A1,N2,19900129,155,11,,
20336509,A2,N2,19900507,270,11,,
20336558,A1,N1,19900129,125,00,,
20336558,A2,N1,19900507,225,00,,
20336558,B1,N1,19901120,255,,,
20336558,B2,N1,19910402,355,00,,
20336574,A1,N2,19900129,120,11,,
20336574,A2,N2,19900507,215,11,,
20336632,A1,N2,19900129,110,11,,
20336632,A2,N2,19900507,220,11,,
20336640,A1,N3,19900129,85,22,,
20336640,A2,N3,19900507,160,22,,
20336640,B1,N3,19901120,190,,,
20336640,B2,N3,19910402,245,11,,
27921451,A1,W93V3,19930903,140,,,
27921451,A2,W93V3,19931203,200,33,620,560
27921451,B1,W93V3,19940421,250,00,,
27921451,B2,W93V3,19941003,265,00,,
27921469,A1,W93B3,19930903,170,,,
27921469,A2,W93B3,19931203,225,22,560,480
27921477,A1,W93B3,19930903,175,,,
27921477,A2,W93B3,19931203,255,22,655,550
27921485,A1,W93V3,19930903,185,,,
27921485,A2,W93V3,19931203,245,33,655,500
27921485,B1,W93V3,19940421,290,00,,
27921485,B2,W93V3,19941003,325,00,,
27921493,A1,W93V3,19930903,140,,,
27921493,A2,W93V3,19931203,195,33,615,510
27921493,B1,W93V3,19940421,235,00,,
27921493,B2,W93V3,19941003,265,00,,
27921501,A1,W93B1,19930903,150,,,
27921501,A2,W93B1,19931203,215,00,455,465
27921519,A1,W93B1,19930903,135,,,
27921519,A2,W93B1,19931203,210,00,425,415
27921527,A1,W93V3,19930903,155,,,
27921527,A2,W93V3,19931203,215,33,580,520
27921527,B1,W93V3,19940421,265,00,,
27921527,B2,W93V3,19941003,265,00,,
27921535,A1,W93B2,19930903,150,,,
27921535,A2,W93B2,19931203,205,11,490,400
27921543,A1,W93B3,19930903,125,,,
27921543,A2,W93B3,19931203,190,22,550,505
27921568,A1,W93B3,19930903,145,,,
27921568,A2,W93B3,19931203,230,22,550,470
27921576,A1,W93V3,19930903,115,,,
27921576,A2,W93V3,19931203,155,33,550,450
27921576,B1,W93V3,19940421,215,00,,
27921576,B2,W93V3,19941003,235,00,,
27921584,A1,W93B1,19930903,140,,,
27921584,A2,W93B1,19931203,215,00,395,370
